2010 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [15508 30/09/2010 14:57:47      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"ACT","102","Fraser","38198","O'Connor","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","10","52.630"
"ACT","102","Fraser","38198","O'Connor","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","15","6.250"
"ACT","102","Fraser","38198","O'Connor","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","225","93.750"
"ACT","102","Fraser","38504","Gungahlin PPVC","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","1594","51.640"
"ACT","102","Fraser","38504","Gungahlin PPVC","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1493","48.360"
"ACT","102","Fraser","38504","Gungahlin PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","23","39.660"
"ACT","102","Fraser","38504","Gungahlin PPVC","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","35","60.340"
"ACT","102","Fraser","38504","Gungahlin PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","92","20.540"
"ACT","102","Fraser","38504","Gungahlin PPVC","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","356","79.460"
"ACT","102","Fraser","47681","Harrison","0","","","First Preferences","","0","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","856","49.420"
"ACT","102","Fraser","47681","Harrison","0","","","First Preferences","","0","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","876","50.580"
"ACT","102","Fraser","47681","Harrison","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","16","61.540"
"ACT","102","Fraser","47681","Harrison","21307","SPA","Secular Party of Australia","HEDGES-PHILLIPS","Quintin","2","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","10","38.460"
"ACT","102","Fraser","47681","Harrison","20860","GRN","Australian Greens","ESGUERRA","Indra","4","20858","LP","Liberal Party of Australia - ACT Division","MILLIGAN","James Keith","1","65","23.210"
"ACT","102","Fraser","47681","Harrison","20860","GRN","Australian Greens","ESGUERRA","Indra","4","21210","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","215","76.790"
