,tweet_id,tweet_text,time
108,6.7965E+17,#Newspoll QLD State 2 Party Preferred: ALP 52 (-1) LNP 48 (+1) #qldpol #auspol,23/12/2015 13:08
109,6.78003E+17,#Ipsos Poll USA DEM Presidential Candidate: Clinton 57.0 (-3.8) Sanders 32.2 (+5.0) O'Malley 4.2 (+0.4) #usapol,19/12/2015 00:04
110,6.78003E+17,#Ipsos Poll USA GOP Presidential Candidate: Trump 30.6 (-4.8) Cruz 16.7 (+7.0) Carson 12.7 (+0.7) Rubio 8.4 (-2.1) Bush 6.8 (-1.6) #usapol,19/12/2015 00:04
111,6.76699E+17,#Essential Poll Bishop's performance: Good 43 Poor 21 #auspol,15/12/2015 09:44
112,6.76699E+17,#Essential Poll Di Natale's performance: Good 16 Poor 28 #auspol,15/12/2015 09:44
113,6.76699E+17,#Essential Poll Morrison's performance: Good 22 Poor 25 #auspol,15/12/2015 09:43
114,6.76699E+17,#Essential Poll Palmer's performance: Good 8 Poor 60 #auspol,15/12/2015 09:43
115,6.76699E+17,#Essential Poll Turnbull's performance: Good 50 Poor 17 #auspol,15/12/2015 09:42
116,6.76699E+17,#Essential Poll Shorten's performance: Good 14 Poor 44 #auspol,15/12/2015 09:42
117,6.76698E+17,#Essential Poll Federal Primary Votes: L/NP 45 (+1) ALP 35 (-1) GRN 10 (-1) #auspol,15/12/2015 09:39
118,6.76698E+17,#Essential Poll Federal 2 Party Preferred: L/NP 52 (+1) ALP 48 (-1) #auspol,15/12/2015 09:37
119,6.76697E+17,#Morgan Poll Federal Primary Votes: L/NP 48 (+1.5) ALP 27 (-1.5) GRN 14.5 (+0.5) #auspol,15/12/2015 09:35
120,6.76697E+17,#Morgan Poll Federal 2 Party Preferred: L/NP 57.5 (+1.5) ALP 42.5 (-1.5) #auspol,15/12/2015 09:34
121,6.75465E+17,#Ipsos Poll USA GOP Presidential Candidate: Trump 35.4 (+0.6) Carson 12.0 (-1.6) Rubio 10.5 (-2.6) Cruz 9.7 (+1.4) Bush 8.4 (-1.8) #usapol,12/12/2015 00:00
